NIM,JumlahSKS,Semester,IPK,Lulus
I11115337,111,5,3.346846847,1
K11116055,111,5,3.346846847,1
K11116523,111,5,3.346846847,1
Q11116316,111,5,3.346846847,1
J11115026,111,5,3.351351351,1
I11115555,111,5,3.353603604,1
I11114540,111,5,3.355855856,1
I11115336,111,5,3.358108108,1
L11115037,111,5,3.36036036,1
G41115004,111,5,3.362612613,1
I11115001,111,5,3.362612613,1
I11115549,111,5,3.362612613,1
I11115314,111,5,3.364864865,1
G41115008,111,5,3.367117117,1
G41115018,111,5,3.367117117,1
L21114511,111,5,3.367117117,1
Q11116511,111,5,3.369369369,1
G41115304,111,5,3.376126126,1
G41115311,111,5,3.376126126,1
I11114327,111,5,3.378378378,1
L21114304,111,5,3.378378378,1
Q11116310,111,5,3.378378378,1
E31116019,111,5,3.380630631,1
G11116331,111,5,3.382882883,1
G11116518,111,5,3.382882883,1
K11116010,111,5,3.382882883,1
E31116317,111,5,3.387387387,1
G11116323,111,5,3.387387387,1
I11114350,111,5,3.38963964,1
I11115087,111,5,3.38963964,1
L21114701,111,5,3.394144144,1
M11116013,111,5,3.394144144,1
Q11116315,111,5,3.394144144,1
I11114075,111,5,3.396396396,1
I11115322,111,5,3.396396396,1
L21116024,111,5,3.396396396,1
I11114505,111,5,3.403153153,1
I11115353,111,5,3.403153153,1
Q11116313,111,5,3.405405405,1
I11114301,111,5,3.407657658,1
I11115303,111,5,3.407657658,1
G41115305,111,5,3.40990991,1
K11116346,111,5,3.40990991,1
L24115305,111,5,3.412162162,1
G41115011,111,5,3.414414414,1
I11114067,111,5,3.416666667,1
I11114032,111,5,3.421171171,1
A11116029,111,5,3.423423423,1
G41115001,111,5,3.423423423,1
I11114021,111,5,3.423423423,1
L21114018,111,5,3.425675676,1
G41115009,111,5,3.427927928,1
I11115012,111,5,3.43018018,1
L11115025,111,5,3.43018018,1
G11116051,111,5,3.434684685,1
K21113005,111,5,3.434684685,1
L21114011,111,5,3.434684685,1
K11116331,111,5,3.436936937,1
I11115302,111,5,3.439189189,1
I11115564,111,5,3.439189189,1
I11114305,111,5,3.443693694,1
I11115007,111,5,3.445945946,1
I11115543,111,5,3.45045045,1
G41115007,111,5,3.459459459,1
G41115020,111,5,3.461711712,1
I11114532,111,5,3.461711712,1
I11114011,111,5,3.463963964,1
I11115038,111,5,3.466216216,1
I11115551,111,5,3.466216216,1
G41115022,111,5,3.468468468,1
G11116035,111,5,3.470720721,1
L21116307,111,5,3.470720721,1
G11116356,111,5,3.472972973,1
G41115306,111,5,3.475225225,1
I11114322,111,5,3.475225225,1
G41115315,111,5,3.477477477,1
L11113322,111,5,3.477477477,1
K11116517,111,5,3.481981982,1
I11114503,111,5,3.486486486,1
E31116314,111,5,3.488738739,1
I11115025,111,5,3.488738739,1
K11114501,111,5,3.488738739,1
K11116030,111,5,3.490990991,1
A11116517,111,5,3.493243243,1
I11114553,111,5,3.495495495,1
I11115049,111,5,3.5,1
I11115332,111,5,3.5,1
L21114504,111,5,3.5,1
L21114312,111,5,3.502252252,1
L24114008,111,5,3.502252252,1
L21114015,111,5,3.504504505,1
I11115317,111,5,3.511261261,1
L21114001,111,5,3.511261261,1
L21114508,111,5,3.511261261,1
L21115010,111,5,3.511261261,1
H41116515,111,5,3.513513514,1
L21114505,111,5,3.513513514,1
E31116015,111,5,3.515765766,1
I11115054,111,5,3.515765766,1
I11115541,111,5,3.52027027,1
K21113310,111,5,3.52027027,1
K11116016,111,5,3.522522523,1
L21115005,111,5,3.522522523,1
H11113014,111,5,3.524774775,1
I11115063,111,5,3.527027027,1
I11115094,111,5,3.527027027,1
I11115329,111,5,3.529279279,1
L21114509,111,5,3.529279279,1
I11114015,111,5,3.531531532,1
I11114083,111,5,3.531531532,1
I11115066,111,5,3.531531532,1
K11114020,111,5,3.531531532,1
L21116306,111,5,3.531531532,1
K11114065,111,5,3.533783784,1
K11116343,111,5,3.533783784,1
K11114346,111,5,3.536036036,1
E31116306,111,5,3.540540541,1
G11116555,111,5,3.540540541,1
K11114801,111,5,3.540540541,1
L21114311,111,5,3.540540541,1
E31115512,111,5,3.542792793,1
K11114324,111,5,3.542792793,1
L21115510,111,5,3.547297297,1
I11115305,111,5,3.54954955,1
I11114059,111,5,3.551801802,1
I11115519,111,5,3.551801802,1
E31116514,111,5,3.556306306,1
K11116309,111,5,3.556306306,1
I11115031,111,5,3.558558559,1
L21115314,111,5,3.558558559,1
I11114332,111,5,3.560810811,1
I11115516,111,5,3.560810811,1
I11115033,111,5,3.563063063,1
L21114315,111,5,3.563063063,1
E31116509,111,5,3.567567568,1
G41115303,111,5,3.567567568,1
I11114337,111,5,3.567567568,1
K11116043,111,5,3.567567568,1
L21114019,111,5,3.567567568,1
E31116315,111,5,3.56981982,1
G11116009,111,5,3.56981982,1
I11115536,111,5,3.56981982,1
K11114342,111,5,3.572072072,1
K11116301,111,5,3.572072072,1
I11115313,111,5,3.574324324,1
I11114502,111,5,3.576576577,1
I11115032,111,5,3.578828829,1
E31116022,111,5,3.581081081,1
I11115069,111,5,3.581081081,1
K11116056,111,5,3.581081081,1
K11116066,111,5,3.581081081,1
K11116539,111,5,3.581081081,1
L21114513,111,5,3.581081081,1
L23116303,111,5,3.581081081,1
L24115508,111,5,3.581081081,1
G11116015,111,5,3.583333333,1
I11114005,111,5,3.583333333,1
I11114307,111,5,3.583333333,1
K11114313,111,5,3.583333333,1
I11115310,111,5,3.585585586,1
K11116510,111,5,3.585585586,1
G11116305,111,5,3.587837838,1
H41116310,111,5,3.587837838,1
K11116326,111,5,3.587837838,1
K11116509,111,5,3.587837838,1
I11115315,111,5,3.59009009,1
K11116036,111,5,3.592342342,1
L21115306,111,5,3.592342342,1
E31116012,111,5,3.594594595,1
I11114072,111,5,3.594594595,1
K11114011,111,5,3.594594595,1
I11115022,111,5,3.596846847,1
I11115535,111,5,3.596846847,1
K11114028,111,5,3.599099099,1
E31113302,111,5,3.601351351,1
K11116533,111,5,3.601351351,1
G11116546,111,5,3.605855856,1
K11116014,111,5,3.608108108,1
K11114014,111,5,3.61036036,1
L23116301,111,5,3.61036036,1
G11116021,111,5,3.612612613,1
K11116048,111,5,3.614864865,1
K11116054,111,5,3.614864865,1
I11114306,111,5,3.617117117,1
I11114544,111,5,3.617117117,1
I11115511,111,5,3.617117117,1
K11116053,111,5,3.617117117,1
L23116304,111,5,3.617117117,1
E31113514,111,5,3.619369369,1
K11114082,111,5,3.619369369,1
K11116050,111,5,3.619369369,1
G11116505,111,5,3.621621622,1
I11115026,111,5,3.621621622,1
K11116512,111,5,3.621621622,1
E31113501,111,5,3.623873874,1
E31116010,111,5,3.623873874,1
K11114059,111,5,3.623873874,1
H11113004,111,5,3.626126126,1
I11114030,111,5,3.628378378,1
K11116058,111,5,3.628378378,1
E13115003,111,5,3.630630631,1
I11115334,111,5,3.630630631,1
K11114308,111,5,3.630630631,1
K11114335,111,5,3.630630631,1
K11116544,111,5,3.630630631,1
E31115306,111,5,3.632882883,1
I11115020,111,5,3.632882883,1
I11115306,111,5,3.635135135,1
K11116011,111,5,3.635135135,1
K11116064,111,5,3.635135135,1
K11114344,111,5,3.637387387,1
K11116001,111,5,3.637387387,1
L21115015,111,5,3.637387387,1
I11114504,111,5,3.63963964,1
I11115050,111,5,3.63963964,1
K11116052,111,5,3.63963964,1
L24114012,111,5,3.63963964,1
E31113007,111,5,3.641891892,1
E31116008,111,5,3.641891892,1
G11116041,111,5,3.641891892,1
G11116347,111,5,3.641891892,1
K11116060,111,5,3.641891892,1
I11114066,111,5,3.644144144,1
E31113312,111,5,3.648648649,1
K11114041,111,5,3.648648649,1
K11114316,111,5,3.648648649,1
K11116518,111,5,3.648648649,1
K11116543,111,5,3.648648649,1
K11116037,111,5,3.650900901,1
I11115318,111,5,3.653153153,1
K11116520,111,5,3.655405405,1
K11116536,111,5,3.657657658,1
L21115022,111,5,3.657657658,1
K11116041,111,5,3.65990991,1
Q11113027,111,5,3.65990991,1
K11114513,111,5,3.664414414,1
G11116005,111,5,3.666666667,1
K11116042,111,5,3.666666667,1
I11114309,111,5,3.668918919,1
K11114307,111,5,3.668918919,1
K11114345,111,5,3.668918919,1
G11116054,111,5,3.671171171,1
G11116508,111,5,3.671171171,1
H41115512,111,5,3.671171171,1
I11115357,111,5,3.671171171,1
K11114017,111,5,3.671171171,1
K11114030,111,5,3.671171171,1
L21114301,111,5,3.671171171,1
L21115304,111,5,3.671171171,1
E31113033,111,5,3.673423423,1
I11114316,111,5,3.673423423,1
I11114319,111,5,3.675675676,1
K11116032,111,5,3.675675676,1
L23116517,111,5,3.675675676,1
I11114506,111,5,3.677927928,1
K11116306,111,5,3.677927928,1
K11114069,111,5,3.68018018,1
K11116316,111,5,3.68018018,1
K11114016,111,5,3.682432432,1
E31116507,111,5,3.684684685,1
I11115538,111,5,3.684684685,1
K11114081,111,5,3.684684685,1
K11116003,111,5,3.684684685,1
I11115345,111,5,3.686936937,1
I11115528,111,5,3.686936937,1
L21114022,111,5,3.686936937,1
I11115078,111,5,3.689189189,1
K11116311,111,5,3.689189189,1
I11115532,111,5,3.691441441,1
K11114049,111,5,3.691441441,1
K11114058,111,5,3.691441441,1
I11114344,111,5,3.693693694,1
K11114004,111,5,3.693693694,1
K11116344,111,5,3.693693694,1
E31113029,111,5,3.695945946,1
I11114524,111,5,3.698198198,1
K11114042,111,5,3.698198198,1
I11115057,111,5,3.70045045,1
K11114047,111,5,3.70045045,1
L21114316,111,5,3.70045045,1
E31116013,111,5,3.702702703,1
K11116067,111,5,3.702702703,1
K11116028,111,5,3.704954955,1
L21114314,111,5,3.704954955,1
I11114304,111,5,3.707207207,1
I11114341,111,5,3.707207207,1
I11115515,111,5,3.707207207,1
E31116009,111,5,3.709459459,1
I11115325,111,5,3.711711712,1
K11116519,111,5,3.711711712,1
K11116024,111,5,3.713963964,1
I11115321,111,5,3.716216216,1
K11116305,111,5,3.716216216,1
K11116537,111,5,3.716216216,1
E31113325,111,5,3.718468468,1
K11114073,111,5,3.718468468,1
K11116501,111,5,3.718468468,1
K11116550,111,5,3.718468468,1
L24115512,111,5,3.718468468,1
G41115302,111,5,3.727477477,1
K11114003,111,5,3.727477477,1
K11114018,111,5,3.727477477,1
K11116029,111,5,3.727477477,1
E31116021,111,5,3.72972973,1
I11114308,111,5,3.72972973,1
I11114321,111,5,3.72972973,1
K11114062,111,5,3.731981982,1
K11114310,111,5,3.731981982,1
K11114319,111,5,3.731981982,1
K11116008,111,5,3.731981982,1
G11116507,111,5,3.734234234,1
I11114082,111,5,3.734234234,1
K11116038,111,5,3.734234234,1
I11114528,111,5,3.736486486,1
I11115304,111,5,3.736486486,1
G11116303,111,5,3.738738739,1
I11115307,111,5,3.738738739,1
E11116505,111,5,3.743243243,1
K11116017,111,5,3.743243243,1
K11116345,111,5,3.743243243,1
K11116350,111,5,3.743243243,1
K11116002,111,5,3.747747748,1
K11116039,111,5,3.747747748,1
K11116009,111,5,3.752252252,1
E31116510,111,5,3.754504505,1
K11114048,111,5,3.754504505,1
K11114051,111,5,3.754504505,1
K11116312,111,5,3.754504505,1
E31113026,111,5,3.756756757,1
K11114010,111,5,3.759009009,1
K11114021,111,5,3.759009009,1
H11113005,111,5,3.763513514,1
K11114044,111,5,3.763513514,1
K11114071,111,5,3.763513514,1
K11114302,111,5,3.763513514,1
K11116505,111,5,3.765765766,1
K11116033,111,5,3.77027027,1
K11116339,111,5,3.77027027,1
G11116514,111,5,3.772522523,1
I11115530,111,5,3.772522523,1
G11116043,111,5,3.774774775,1
G11116535,111,5,3.774774775,1
I11114056,111,5,3.774774775,1
E31113006,111,5,3.777027027,1
K11114333,111,5,3.777027027,1
K11116035,111,5,3.777027027,1
K11116025,111,5,3.779279279,1
K11116004,111,5,3.781531532,1
K11116015,111,5,3.783783784,1
K11116018,111,5,3.783783784,1
K11116051,111,5,3.783783784,1
K11116506,111,5,3.783783784,1
K11114052,111,5,3.786036036,1
E31113005,111,5,3.788288288,1
K11114330,111,5,3.788288288,1
I11114016,111,5,3.790540541,1
I11114317,111,5,3.790540541,1
K11114009,111,5,3.790540541,1
K11116527,111,5,3.790540541,1
K11114023,111,5,3.792792793,1
K11114514,111,5,3.792792793,1
I11114312,111,5,3.797297297,1
K11114043,111,5,3.797297297,1
K11114057,111,5,3.797297297,1
K11116026,111,5,3.797297297,1
K11116027,111,5,3.797297297,1
K11116318,111,5,3.797297297,1
E31115308,111,5,3.79954955,1
E31113301,111,5,3.801801802,1
K11114038,111,5,3.801801802,1
K11116006,111,5,3.801801802,1
E31116309,111,5,3.804054054,1
K11114063,111,5,3.806306306,1
G11116536,111,5,3.810810811,1
I11115048,111,5,3.813063063,1
G11116062,111,5,3.817567568,1
E31116519,111,5,3.822072072,1
K11116031,111,5,3.822072072,1
K11114001,111,5,3.826576577,1
K11116012,111,5,3.826576577,1
E31115318,111,5,3.828828829,1
E31115517,111,5,3.828828829,1
K11116325,111,5,3.828828829,1
K11116068,111,5,3.837837838,1
K11116013,111,5,3.84009009,1
K11114075,111,5,3.842342342,1
K11116019,111,5,3.842342342,1
K11116502,111,5,3.842342342,1
G11116340,111,5,3.844594595,1
I11114333,111,5,3.844594595,1
K11115320,111,5,3.844594595,1
I11114336,111,5,3.846846847,1
K11116342,111,5,3.846846847,1
K11116503,111,5,3.846846847,1
G11116045,111,5,3.849099099,1
K11116020,111,5,3.853603604,1
E31116023,111,5,3.855855856,1
I11115346,111,5,3.855855856,1
G11116334,111,5,3.858108108,1
K11114318,111,5,3.86036036,1
G11116351,111,5,3.862612613,1
K11114024,111,5,3.867117117,1
K11114076,111,5,3.873873874,1
E31113505,111,5,3.876126126,1
I11115501,111,5,3.876126126,1
I11114302,111,5,3.880630631,1
K11114304,111,5,3.882882883,1
G11116302,111,5,3.891891892,1
I11114516,111,5,3.891891892,1
G11116306,111,5,3.923423423,1
G11116317,111,5,3.932432432,1
E11116304,111,5,3.936936937,1
E31115514,111,5,3.936936937,1
E31113002,111,5,3.943693694,1
I11115308,111,5,3.952702703,1
E11116502,111,5,3.966216216,1
D51112902,112,10,1.589285714,0
N11112299,112,10,1.616071429,0
D51112903,112,10,1.732142857,0
D21112284,112,10,1.743303571,0
D11112904,112,10,2.013392857,0
D51113303,112,10,2.770089286,1
H21111283,112,9,1.573660714,0
B11112194,112,9,1.662946429,0
H12112274,112,9,2.113839286,0
H31112008,112,9,2.145089286,0
A11112255,112,9,2.292410714,0
N11112337,112,9,2.359375,1
E41113306,112,9,2.421875,1
D52113311,112,9,3.026785714,1
D52113309,112,9,3.180803571,1
E11113017,112,9,3.232142857,1
B11114600,112,8,2.464285714,1
B11114006,112,8,2.542410714,1
H12113321,112,8,2.578125,1
D42114516,112,8,2.582589286,1
D31114505,112,8,2.705357143,1
O11113311,112,8,2.705357143,1
A31114517,112,8,2.776785714,1
D22113506,112,8,2.886160714,1
B11113358,112,8,2.895089286,1
H31114509,112,8,2.948660714,1
D33114310,112,8,2.959821429,1
E31113524,112,8,2.962053571,1
B11113403,112,8,3.020089286,1
N11113015,112,8,3.033482143,1
N11113039,112,8,3.064732143,1
G31113503,112,8,3.080357143,1
D22113004,112,8,3.09375,1
D52113302,112,8,3.100446429,1
E12113512,112,8,3.151785714,1
D11114012,112,8,3.263392857,1
A31113504,112,8,3.287946429,1
A31113516,112,8,3.290178571,1
A31113323,112,8,3.3125,1
D51114026,112,8,3.366071429,1
D51114310,112,8,3.381696429,1
K21114311,112,8,3.426339286,1
M11115313,112,7,1.685267857,0
D41115024,112,7,1.944196429,0
L11115318,112,7,2.140625,0
D11115303,112,7,2.698660714,1
D21115320,112,7,2.709821429,1
G21115530,112,7,2.712053571,1
D21115520,112,7,2.734375,1
H11114024,112,7,2.796875,1
H11114009,112,7,2.830357143,1
F11115007,112,7,2.857142857,1
D22113315,112,7,2.875,1
L11113507,112,7,2.886160714,1
C11115811,112,7,2.908482143,1
D11115307,112,7,2.910714286,1
A31115004,112,7,2.924107143,1
M11113309,112,7,2.939732143,1
H13114310,112,7,2.941964286,1
H11115511,112,7,2.944196429,1
H31115019,112,7,2.962053571,1
D21113502,112,7,2.982142857,1
H31113505,112,7,2.993303571,1
H41115316,112,7,2.995535714,1
N11113504,112,7,3.006696429,1
F61114013,112,7,3.044642857,1
I11113018,112,7,3.051339286,1
M11113028,112,7,3.053571429,1
M11113335,112,7,3.053571429,1
L11114002,112,7,3.058035714,1
A31113532,112,7,3.0625,1
L22115003,112,7,3.0625,1
Q11114315,112,7,3.071428571,1
F11115309,112,7,3.078125,1
I11114521,112,7,3.078125,1
H41115031,112,7,3.082589286,1
M11113009,112,7,3.084821429,1
D41114509,112,7,3.091517857,1
N11115307,112,7,3.091517857,1
H21115314,112,7,3.098214286,1
H31115025,112,7,3.104910714,1
F11113507,112,7,3.107142857,1
L11114313,112,7,3.107142857,1
H31115013,112,7,3.109375,1
D21113309,112,7,3.111607143,1
H41114019,112,7,3.116071429,1
D11115511,112,7,3.122767857,1
H11115305,112,7,3.136160714,1
I11113521,112,7,3.136160714,1
H31115017,112,7,3.138392857,1
K11113312,112,7,3.138392857,1
A31113009,112,7,3.140625,1
I11113090,112,7,3.151785714,1
N11115039,112,7,3.154017857,1
I11113009,112,7,3.15625,1
B12113305,112,7,3.162946429,1
M11113318,112,7,3.162946429,1
F11115507,112,7,3.171875,1
N11114054,112,7,3.194196429,1
Q11114511,112,7,3.194196429,1
D11115010,112,7,3.200892857,1
Q11114506,112,7,3.203125,1
N11114012,112,7,3.207589286,1
H31115320,112,7,3.220982143,1
I11113029,112,7,3.220982143,1
Q11114508,112,7,3.225446429,1
A31114520,112,7,3.229910714,1
H31115028,112,7,3.232142857,1
A31115516,112,7,3.236607143,1
Q11114012,112,7,3.236607143,1
E12115013,112,7,3.252232143,1
G31115307,112,7,3.254464286,1
M11113087,112,7,3.254464286,1
D51114504,112,7,3.270089286,1
H22113025,112,7,3.270089286,1
M11113302,112,7,3.279017857,1
Q11114502,112,7,3.28125,1
A31115511,112,7,3.287946429,1
Q11114025,112,7,3.301339286,1
Q11114504,112,7,3.3125,1
B11113334,112,7,3.314732143,1
M11113062,112,7,3.316964286,1
D41114029,112,7,3.323660714,1
H31115026,112,7,3.325892857,1
M11113521,112,7,3.325892857,1
Q11115003,112,7,3.332589286,1
Q11115502,112,7,3.332589286,1
D11114312,112,7,3.361607143,1
Q11115002,112,7,3.375,1
H22115010,112,7,3.379464286,1
N11114014,112,7,3.383928571,1
M11113331,112,7,3.390625,1
Q11114024,112,7,3.412946429,1
A31115048,112,7,3.415178571,1
E13114513,112,7,3.415178571,1
H22115306,112,7,3.4375,1
H41114309,112,7,3.4375,1
N11114302,112,7,3.479910714,1
H22115002,112,7,3.502232143,1
Q11114306,112,7,3.526785714,1
D51114508,112,7,3.582589286,1
N11113067,112,7,3.660714286,1
D41114015,112,7,3.754464286,1
D51113005,112,7,3.819196429,1
C11113344,112,6,2.569196429,1
E11115508,112,6,2.578125,1
H11115009,112,6,2.799107143,1
D11115506,112,6,2.823660714,1
B12114517,112,6,2.895089286,1
N11115004,112,6,2.90625,1
H13114317,112,6,2.908482143,1
E31115032,112,6,2.912946429,1
N11115038,112,6,2.973214286,1
F21115514,112,6,2.993303571,1
N11114060,112,6,2.993303571,1
M11113514,112,6,3.029017857,1
D62115002,112,6,3.03125,1
E41115001,112,6,3.035714286,1
D11115309,112,6,3.044642857,1
L11114502,112,6,3.046875,1
N11115073,112,6,3.060267857,1
M11113501,112,6,3.064732143,1
N11113501,112,6,3.066964286,1
M11113040,112,6,3.071428571,1
M11113019,112,6,3.073660714,1
I11115323,112,6,3.084821429,1
B12114507,112,6,3.095982143,1
L11114307,112,6,3.095982143,1
N11115071,112,6,3.102678571,1
L11114519,112,6,3.104910714,1
N11114513,112,6,3.113839286,1
C13113002,112,6,3.133928571,1
H12115514,112,6,3.138392857,1
N11113512,112,6,3.140625,1
N11113340,112,6,3.142857143,1
M11113340,112,6,3.151785714,1
N11114511,112,6,3.151785714,1
H12115313,112,6,3.15625,1
L11114008,112,6,3.15625,1
M11113041,112,6,3.160714286,1
B12114502,112,6,3.162946429,1
F21115316,112,6,3.171875,1
B12113358,112,6,3.176339286,1
H13114306,112,6,3.178571429,1
N11113054,112,6,3.178571429,1
M11113512,112,6,3.183035714,1
G41115309,112,6,3.185267857,1
M11113035,112,6,3.189732143,1
B12113319,112,6,3.212053571,1
H41115003,112,6,3.212053571,1
F91114005,112,6,3.21875,1
L21113010,112,6,3.220982143,1
N11114003,112,6,3.223214286,1
L22114008,112,6,3.225446429,1
G31115014,112,6,3.227678571,1
L22114010,112,6,3.227678571,1
M11113018,112,6,3.227678571,1
M11113532,112,6,3.232142857,1
H12115314,112,6,3.234375,1
M11113303,112,6,3.238839286,1
M11113341,112,6,3.241071429,1
F51113007,112,6,3.243303571,1
G41115504,112,6,3.243303571,1
M11113036,112,6,3.245535714,1
I11113512,112,6,3.247767857,1
I11113527,112,6,3.247767857,1
M11113317,112,6,3.247767857,1
N11114029,112,6,3.247767857,1
D11115319,112,6,3.252232143,1
M11113508,112,6,3.254464286,1
N11113523,112,6,3.254464286,1
N11114501,112,6,3.254464286,1
F91114505,112,6,3.265625,1
N11113038,112,6,3.267857143,1
I11113028,112,6,3.272321429,1
H41114029,112,6,3.274553571,1
M11113079,112,6,3.276785714,1
G11115026,112,6,3.279017857,1
D11114025,112,6,3.283482143,1
E12113021,112,6,3.285714286,1
Q11115303,112,6,3.287946429,1
M11113314,112,6,3.292410714,1
N11113007,112,6,3.292410714,1
I11113326,112,6,3.294642857,1
I11113045,112,6,3.301339286,1
M11113066,112,6,3.303571429,1
C13113016,112,6,3.310267857,1
M11113305,112,6,3.310267857,1
H12113022,112,6,3.314732143,1
N11113071,112,6,3.319196429,1
H11115504,112,6,3.321428571,1
F51113501,112,6,3.323660714,1
I11113513,112,6,3.328125,1
L21113002,112,6,3.328125,1
N11113069,112,6,3.328125,1
F21115507,112,6,3.330357143,1
H12115011,112,6,3.337053571,1
L21113304,112,6,3.337053571,1
B12115039,112,6,3.34375,1
N11113033,112,6,3.34375,1
M11113082,112,6,3.345982143,1
N11114017,112,6,3.345982143,1
H22115503,112,6,3.348214286,1
D21114314,112,6,3.352678571,1
L21113312,112,6,3.352678571,1
M11113007,112,6,3.352678571,1
N11114319,112,6,3.352678571,1
Q11115507,112,6,3.352678571,1
M11113038,112,6,3.354910714,1
N11115340,112,6,3.354910714,1
H12115021,112,6,3.357142857,1
M11113313,112,6,3.359375,1
H41114005,112,6,3.361607143,1
Q11114512,112,6,3.361607143,1
Q11114509,112,6,3.363839286,1
I11113027,112,6,3.366071429,1
F61113306,112,6,3.368303571,1
I11113337,112,6,3.368303571,1
N11113022,112,6,3.370535714,1
N11113527,112,6,3.370535714,1
L22115031,112,6,3.375,1
D22114308,112,6,3.377232143,1
F51113001,112,6,3.379464286,1
C13114021,112,6,3.381696429,1
N11113012,112,6,3.381696429,1
N11113532,112,6,3.383928571,1
M11113323,112,6,3.386160714,1
I11113341,112,6,3.388392857,1
N11114009,112,6,3.388392857,1
I11113525,112,6,3.390625,1
L21113006,112,6,3.392857143,1
M11113053,112,6,3.392857143,1
N11113002,112,6,3.392857143,1
M11113315,112,6,3.395089286,1
M11113085,112,6,3.397321429,1
C13114025,112,6,3.399553571,1
C13114018,112,6,3.40625,1
M11113083,112,6,3.40625,1
Q11115008,112,6,3.415178571,1
Q11115315,112,6,3.415178571,1
C13114023,112,6,3.417410714,1
H22114308,112,6,3.417410714,1
G11113006,112,6,3.419642857,1
Q11114013,112,6,3.421875,1
Q11115021,112,6,3.426339286,1
L11115005,112,6,3.433035714,1
B12113347,112,6,3.435267857,1
G11113060,112,6,3.435267857,1
F61113303,112,6,3.441964286,1
I11113344,112,6,3.446428571,1
C13113023,112,6,3.450892857,1
Q11115005,112,6,3.453125,1
L22115317,112,6,3.455357143,1
Q11115014,112,6,3.457589286,1
D11114015,112,6,3.462053571,1
H12115015,112,6,3.462053571,1
G31115025,112,6,3.464285714,1
N11114336,112,6,3.466517857,1
H41114316,112,6,3.46875,1
Q11115311,112,6,3.46875,1
F51113002,112,6,3.470982143,1
N11113032,112,6,3.470982143,1
B12113318,112,6,3.473214286,1
B12113328,112,6,3.473214286,1
E12113310,112,6,3.475446429,1
H22115512,112,6,3.477678571,1
G11113016,112,6,3.479910714,1
L24114014,112,6,3.479910714,1
H41114028,112,6,3.486607143,1
I11113328,112,6,3.488839286,1
M11113072,112,6,3.488839286,1
C13113011,112,6,3.495535714,1
F11115506,112,6,3.495535714,1
L22115501,112,6,3.497767857,1
I11113534,112,6,3.502232143,1
N11113524,112,6,3.502232143,1
M11113070,112,6,3.504464286,1
F61113502,112,6,3.506696429,1
N11114337,112,6,3.506696429,1
B12115007,112,6,3.513392857,1
D22114012,112,6,3.513392857,1
G11113004,112,6,3.513392857,1
L21113302,112,6,3.513392857,1
B12114005,112,6,3.515625,1
G11113040,112,6,3.515625,1
H41115015,112,6,3.515625,1
N11113528,112,6,3.515625,1
N11115301,112,6,3.529017857,1
F61113012,112,6,3.53125,1
F61113309,112,6,3.533482143,1
A21113531,112,6,3.540178571,1
N11113341,112,6,3.546875,1
N11113072,112,6,3.549107143,1
H22114503,112,6,3.558035714,1
Q11114009,112,6,3.558035714,1
G11113043,112,6,3.564732143,1
H22114015,112,6,3.564732143,1
G41115312,112,6,3.566964286,1
F51113302,112,6,3.569196429,1
H41115030,112,6,3.569196429,1
Q11114503,112,6,3.569196429,1
G11113304,112,6,3.573660714,1
H41113045,112,6,3.575892857,1
K11115542,112,6,3.575892857,1
H22114020,112,6,3.580357143,1
H41114512,112,6,3.589285714,1
H41115518,112,6,3.59375,1
F61113304,112,6,3.595982143,1
D22114310,112,6,3.598214286,1
F61113307,112,6,3.598214286,1
F61113014,112,6,3.604910714,1
M11113021,112,6,3.604910714,1
H41114030,112,6,3.607142857,1
H22114010,112,6,3.613839286,1
M11113063,112,6,3.618303571,1
N11113028,112,6,3.618303571,1
B12114023,112,6,3.622767857,1
F61113013,112,6,3.629464286,1
F51113309,112,6,3.633928571,1
F61113009,112,6,3.633928571,1
F61113011,112,6,3.633928571,1
N11114027,112,6,3.633928571,1
B12113367,112,6,3.658482143,1
F11115306,112,6,3.665178571,1
B12113351,112,6,3.689732143,1
F51113307,112,6,3.705357143,1
N11113062,112,6,3.716517857,1
N11113017,112,6,3.727678571,1
G11113058,112,6,3.732142857,1
L22115305,112,6,3.743303571,1
E11115509,112,6,3.756696429,1
N11114084,112,6,3.770089286,1
N11115526,112,6,3.770089286,1
H41115302,112,6,3.783482143,1
G11113048,112,6,3.823660714,1
F61113002,112,6,3.841517857,1
F61113308,112,6,3.915178571,1
J11115503,112,5,2.348214286,1
J11115529,112,5,2.428571429,1
J11115504,112,5,2.522321429,1
J11115332,112,5,2.549107143,1
J11115329,112,5,2.571428571,1
J11115305,112,5,2.587053571,1
J11115341,112,5,2.59375,1
J11115524,112,5,2.595982143,1
J11115502,112,5,2.613839286,1
J11115515,112,5,2.616071429,1
J11115030,112,5,2.665178571,1
E21116510,112,5,2.676339286,1
J11115313,112,5,2.696428571,1
J11115021,112,5,2.712053571,1
J11115045,112,5,2.716517857,1
J11115337,112,5,2.723214286,1
J11115508,112,5,2.745535714,1
J11115010,112,5,2.747767857,1
J11115523,112,5,2.758928571,1
J11115342,112,5,2.763392857,1
L11116011,112,5,2.790178571,1
J11115308,112,5,2.792410714,1
F31116311,112,5,2.794642857,1
J11115521,112,5,2.803571429,1
J11115328,112,5,2.805803571,1
J11115333,112,5,2.832589286,1
J11115510,112,5,2.845982143,1
J11115506,112,5,2.872767857,1
J11115049,112,5,2.883928571,1
D61116012,112,5,2.90625,1
J11115311,112,5,2.90625,1
